matched wrong
20	0
49	2
71	1
86	1
102	1
118	1
131	1
145	0
161	5
173	0
191	1
208	1
223	2
241	9
260	5
287	0
312	2
333	9
352	1
367	5
382	0
398	1
413	1
425	1
439	8
451	1
461	2
469	1
479	1
487	2
493	1
501	2
510	1
519	3
527	2
538	1
548	3
559	2
572	2
583	2
597	11
609	3
620	1
630	1
641	3
649	23
657	2
665	2
673	1
680	1
687	8
694	2
702	2
712	3
721	2
731	10
742	32
754	7
769	1
783	1
804	6
821	120
838	39
851	23
864	8
875	17
886	1
897	0
908	3
915	1
925	1
936	3
946	110
956	41
967	2
980	24
991	0
1002	2
1015	24
1029	34
1049	128
1072	2
1100	2
1128	3
1152	3
1173	5
1189	6
1203	17
1216	4
1227	3
1240	2
1249	3
1261	2
1271	1
1282	5
1299	2
1311	3
1324	4
1341	3
1358	4
1378	4
1401	25
1433	1
1476	218
1514	2
1540	7
1563	6
1585	3
1602	49
1618	4
1637	2
1655	2
1672	2
1688	22
1705	3
1720	12
1741	3
1768	13
1794	4
1822	3
1864	13
1908	150
1940	7
1973	27
2005	19
2037	4
2062	326
2086	54
2108	37
2128	3
2151	222
2171	34
2196	24
2225	27
2253	48
2278	23
2309	16
2338	22
2363	16
2391	45
2426	37
2457	54
2491	26
2518	15
2545	6
2568	181
2593	213
2616	41
2643	44
2665	17
2687	19
2708	31
2729	28
2747	145
2767	31
2786	8
2812	145
2833	9
2861	488
2884	16
2911	41
2934	29
2957	37
2980	54
3005	54
3031	76
3061	11
3096	62
3123	176
3149	199
3181	45
3208	57
3231	70
3256	208
3282	98
3303	39
3326	40
3356	91
3378	163
3404	128
3424	186
3448	29
3472	72
3492	152
3514	68
3533	62
3554	26
3573	103
3599	219
3618	170
3638	25
3656	19
3677	39
3693	49
3709	112
3723	161
3736	98
3747	339
3759	23
3773	74
3786	13
3798	432
3812	205
3825	488
3836	93
3848	19
3860	7
3870	34
3880	27
3892	67
3902	143
3914	111
3924	13
3931	25
3943	18
3954	15
3963	118
3972	36
3983	13
3992	22
4001	12
4010	50
4020	9
4029	48
4037	15
4045	26
4054	299
4064	1136
4073	138
4084	39
4094	19
4108	149
4118	74
4129	29
4138	2259
4148	38
4157	15
4168	26
4176	57
4185	117
4194	506
4203	24
4211	519
4219	98
4226	384
4234	40
4241	399
4247	112
4254	49
4261	430
4269	48
4276	631
4283	214
4291	40
4299	59
4306	490
4312	235
4321	22
4330	31
4337	140
4346	503
4354	36
4364	35
4371	73
4380	88
4388	606
4395	71
4402	59
4408	157
4415	139
4420	150
4427	69
4433	148
4438	156
4443	100
4448	65
4454	477
4458	43
4463	547
4468	159
4472	26
4477	167
4482	40
4487	149
4492	26
4497	158
4502	179
4507	25
4511	198
4517	66
4522	328
4526	222
4531	47
4536	264
4541	116
4546	215
4552	172
4558	325
4564	406
4570	375
4576	20
4582	103
4588	231
4594	232
4600	108
4606	198
4612	117
4619	1085
4626	1087
4631	301
4637	236
4643	205
4648	411
4652	509
4658	933
4664	285
4670	283
4675	324
4680	147
4685	973
4690	181
4697	173
4702	146
4708	119
4713	308
4719	493
4724	71
4731	248
4737	140
4744	106
4750	362
4757	659
4762	396
4768	1067
4772	97
4778	244
4783	112
4788	47
4794	133
4800	86
4805	583
4810	118
4815	66
4820	395
4824	83
4829	215
4833	1202
4838	298
4841	66
4846	49
4850	326
4854	68
4858	56
4862	123
4867	57
4871	250
4875	386
4879	151
4882	52
4886	329
4891	688
4894	379
4898	288
4902	379
4906	427
4909	211
4914	619
4918	270
4923	511
4927	368
4931	443
4935	477
4938	413
4943	443
4947	382
4951	300
4955	1559
